Crop,State,Season,Area - 1966-67,Area - 1967-68,Area - 1968-69,Area - 1969-70,Area - 1970-71,Area - 1971-72,Area - 1972-73,Area - 1973-74,Area - 1974-75,Area - 1975-76,Area - 1976-77,Area - 1977-78,Area - 1978-79,Area - 1979-80,Area - 1980-81,Area - 1981-82,Area - 1982-83,Area - 1983-84,Area - 1984-85,Area - 1985-86,Area - 1986-87,Area - 1987-88,Area - 1988-89,Area - 1989-90,Area - 1990-91,Area - 1991-92,Area - 1992-93,Area - 1993-94,Area - 1994-95,Area - 1995-96,Area - 1996-97,Area - 1997-98,Area - 1998-99,Area - 1999-00,Area - 2000-01,Area - 2001-02,Area - 2002-03,Area - 2003-04,Area - 2004-05,Area - 2005-06,Area - 2006-07,Area - 2007-08,Area - 2008-09,Area - 2009-10,Area - 2010-11,Area - 2011-12,Area - 2012-13,Area - 2013-14,Area - 2014-15,Area - 2015-16,Area - 2016-17,Area - 2017-18,Area - 2018-19,Area - 2019-20,Area - 2020-21,Area - 2021-22,Area - 2022-23,Area - 2023-24,Area - 2024-25,Production - 1966-67,Production - 1967-68,Production - 1968-69,Production - 1969-70,Production - 1970-71,Production - 1971-72,Production - 1972-73,Production - 1973-74,Production - 1974-75,Production - 1975-76,Production - 1976-77,Production - 1977-78,Production - 1978-79,Production - 1979-80,Production - 1980-81,Production - 1981-82,Production - 1982-83,Production - 1983-84,Production - 1984-85,Production - 1985-86,Production - 1986-87,Production - 1987-88,Production - 1988-89,Production - 1989-90,Production - 1990-91,Production - 1991-92,Production - 1992-93,Production - 1993-94,Production - 1994-95,Production - 1995-96,Production - 1996-97,Production - 1997-98,Production - 1998-99,Production - 1999-00,Production - 2000-01,Production - 2001-02,Production - 2002-03,Production - 2003-04,Production - 2004-05,Production - 2005-06,Production - 2006-07,Production - 2007-08,Production - 2008-09,Production - 2009-10,Production - 2010-11,Production - 2011-12,Production - 2012-13,Production - 2013-14,Production - 2014-15,Production - 2015-16,Production - 2016-17,Production - 2017-18,Production - 2018-19,Production - 2019-20,Production - 2020-21,Production - 2021-22,Production - 2022-23,Production - 2023-24,Production - 2024-25,Yield - 1966-67,Yield - 1967-68,Yield - 1968-69,Yield - 1969-70,Yield - 1970-71,Yield - 1971-72,Yield - 1972-73,Yield - 1973-74,Yield - 1974-75,Yield - 1975-76,Yield - 1976-77,Yield - 1977-78,Yield - 1978-79,Yield - 1979-80,Yield - 1980-81,Yield - 1981-82,Yield - 1982-83,Yield - 1983-84,Yield - 1984-85,Yield - 1985-86,Yield - 1986-87,Yield - 1987-88,Yield - 1988-89,Yield - 1989-90,Yield - 1990-91,Yield - 1991-92,Yield - 1992-93,Yield - 1993-94,Yield - 1994-95,Yield - 1995-96,Yield - 1996-97,Yield - 1997-98,Yield - 1998-99,Yield - 1999-00,Yield - 2000-01,Yield - 2001-02,Yield - 2002-03,Yield - 2003-04,Yield - 2004-05,Yield - 2005-06,Yield - 2006-07,Yield - 2007-08,Yield - 2008-09,Yield - 2009-10,Yield - 2010-11,Yield - 2011-12,Yield - 2012-13,Yield - 2013-14,Yield - 2014-15,Yield - 2015-16,Yield - 2016-17,Yield - 2017-18,Yield - 2018-19,Yield - 2019-20,Yield - 2020-21,Yield - 2021-22,Yield - 2022-23,Yield - 2023-24,Yield - 2024-25
Ragi,Lakshadweep,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Ragi,Madhya Pradesh,Total,0.19,0.18,0.18,0.2,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.21,0.19,0.18,0.18,0.19,0.16,0.16,0.16,0.18,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.03,0.0,0.0,0.0,0.0,0.0,,,,0.04,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.04,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,,,,201.0,261.0,263.0,274.0,277.0,275.0,235.0,269.0,234.0,285.0,193.0,263.0,266.0,227.0,270.0,257.0,267.0,288.0,254.0,277.0,261.0,267.0,270.0,280.0,285.0,268.0,258.0,290.0,287.0,295.0,292.0,282.0,286.0,292.0,389.0,200.0,333.0,200.0,200.0,250.0,333.0,250.0,250.0,250.0,250.0,333.0,250.0,500.0,273.0,1000.0,346.0,0.0,0.0,0.0,0.0,0.0,,,
Ragi,Maharashtra,Total,2.22,2.18,2.23,2.21,2.23,2.2,1.95,1.97,2.09,2.11,2.2,2.24,2.23,2.2,2.21,2.25,2.26,2.28,2.27,2.22,2.21,2.14,2.05,2.07,2.08,2.05,1.94,1.66,1.63,1.53,1.51,1.57,1.57,1.56,1.55,1.51,1.46,1.47,1.45,1.36,1.36,1.28,1.26,1.2,1.2,1.3,1.25,1.26,1.12,0.92,0.93,0.93,0.8,0.82,0.82,0.81,0.69,0.69,0.69,1.45,1.77,1.93,1.3,1.93,1.75,0.85,1.94,1.8,1.88,1.75,1.72,2.01,2.02,2.1,2.28,2.15,2.41,2.62,2.61,1.49,2.09,2.27,2.17,2.14,1.88,2.08,1.74,1.77,1.61,1.53,1.47,1.59,1.68,1.29,1.82,1.24,1.7,1.47,1.32,1.23,1.24,1.25,1.09,1.17,1.38,1.39,1.42,1.19,0.93,1.11,1.06,0.93,0.87,0.94,1.03,0.91,1.13,0.96,653.0,812.0,865.0,588.0,866.0,792.0,433.0,983.0,860.0,892.0,798.0,770.0,900.0,918.0,947.0,1012.0,952.0,1056.0,1152.0,1178.0,674.0,978.0,1109.0,1050.0,1030.0,919.0,1070.0,1050.0,1083.0,1050.0,1013.0,937.0,1013.0,1075.0,830.0,1205.0,849.0,1156.0,1014.0,971.0,904.0,969.0,992.0,908.0,975.0,1062.0,1112.0,1127.0,1063.0,1011.0,1198.0,1145.0,1164.0,1061.0,1151.0,1263.0,1327.0,1635.0,1401.0
Ragi,Manipur,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Ragi,Meghalaya,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Ragi,Mizoram,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragi,Nagaland,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,933.0,935.0,935.0,938.0,938.0,970.0,970.0,971.0,971.0,971.0,971.0,644.0,966.0,860.0,
Ragi,Odisha,Total,1.26,1.24,1.28,1.55,1.56,1.6,1.68,1.72,1.91,2.36,2.55,2.77,2.77,2.67,3.36,2.89,2.99,2.98,2.57,2.86,2.77,2.24,2.61,2.46,2.57,2.47,0.8,0.85,0.81,0.72,0.81,0.8,0.81,0.82,0.84,0.76,0.77,0.71,0.78,0.66,0.65,0.68,0.66,0.59,0.66,0.55,0.57,0.57,0.51,0.46,0.47,0.43,0.37,0.36,0.41,0.55,0.43,0.66,0.41,1.13,1.0,1.46,1.59,1.41,1.5,1.44,1.4,1.23,1.73,1.38,1.96,2.09,1.47,2.65,2.38,2.44,2.71,1.91,2.12,2.01,2.06,2.53,2.41,2.54,1.9,0.42,0.55,0.47,0.44,0.49,0.47,0.52,0.53,0.47,0.45,0.36,0.45,0.45,0.4,0.43,0.47,0.41,0.38,0.47,0.31,0.44,0.46,0.38,0.28,0.33,0.33,0.25,0.26,0.33,0.44,0.37,0.56,0.35,900.0,809.0,1140.0,1030.0,901.0,933.0,860.0,815.0,643.0,732.0,543.0,706.0,755.0,549.0,787.0,824.0,817.0,911.0,742.0,741.0,728.0,921.0,972.0,982.0,988.0,770.0,523.0,642.0,589.0,611.0,603.0,589.0,640.0,646.0,554.0,591.0,460.0,633.0,576.0,615.0,663.0,692.0,624.0,638.0,709.0,562.0,770.0,809.0,739.0,620.0,705.0,767.0,690.0,731.0,796.0,794.0,873.0,853.0,856.0
Ragi,Others,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.0
Ragi,Puducherry,Total,0.02,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03,0.03,0.02,0.05,0.03,0.04,0.05,0.06,0.07,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1478.0,1368.0,1375.0,1400.0,1556.0,1792.0,1800.0,2435.0,2226.0,2067.0,2227.0,2316.0,2313.0,3133.0,3133.0,3154.0,2917.0,2000.0,2889.0,3286.0,3000.0,2600.0,4000.0,2600.0,2333.0,1667.0,3667.0,3500.0,3000.0,2500.0,2000.0,4000.0,4000.0,5000.0,3000.0,3000.0,3000.0,3000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,2217.0,3000.0,2333.0,2000.0,2250.0,0.0,1426.0,2889.0,2390.0,2407.0,2422.0,2413.0,2403.0,2913.0,
Ragi,Punjab,Total,0.01,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,200.0,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragi,Rajasthan,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragi,Sikkim,Total,,,,,,,,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,,,,,,0.02,0.0,0.02,,,,,,,,,,,,,,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.07,0.07,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.04,0.03,0.03,0.04,0.03,,,,,,0.02,0.0,0.02,,,,,,,,,,,,,,,,,780.0,760.0,780.0,800.0,860.0,860.0,980.0,947.0,1031.0,948.0,896.0,940.0,940.0,940.0,960.0,940.0,940.0,940.0,940.0,913.0,913.0,860.0,857.0,911.0,909.0,909.0,909.0,886.0,1163.0,967.0,933.0,1133.0,961.0,962.0,1042.0,,,,,,1041.0,1043.0,1048.0,
Ragi,Tamil Nadu,Total,,3.23,2.95,3.36,2.97,2.92,2.79,2.63,2.83,3.2,2.9,2.91,2.8,2.52,1.93,2.46,2.06,2.33,2.03,1.95,1.76,1.99,1.93,2.02,1.7,1.58,1.51,1.58,1.45,1.22,1.11,1.07,1.2,1.23,1.27,1.25,1.04,1.45,1.09,1.0,0.96,0.94,0.9,0.82,0.76,0.83,0.7,1.19,1.04,0.9,0.61,0.87,0.79,0.85,0.83,0.74,0.7,0.71,0.64,3.41,3.2,2.86,3.37,3.03,3.29,2.82,3.19,3.48,4.79,3.4,4.1,4.21,3.78,2.51,4.49,2.73,2.51,2.28,3.01,3.15,3.29,2.73,3.56,3.16,3.11,2.91,3.31,2.85,2.21,1.91,2.18,2.41,2.46,2.6,2.35,1.4,2.71,1.54,1.33,1.48,1.76,1.7,1.63,1.71,2.25,1.38,3.62,3.5,2.71,1.14,3.21,2.56,2.75,2.89,2.27,2.07,2.44,2.41,,991.0,971.0,1002.0,1022.0,1126.0,1011.0,1211.0,1230.0,1498.0,1170.0,1411.0,1502.0,1498.0,1304.0,1827.0,1325.0,1079.0,1121.0,1542.0,1787.0,1658.0,1417.0,1767.0,1863.0,1961.0,1934.0,2095.0,1970.0,1817.0,1710.0,2036.0,2005.0,2004.0,2043.0,1880.0,1344.0,1866.0,1415.0,1332.0,1552.0,1877.0,1887.0,1976.0,2260.0,2715.0,1967.0,3053.0,3348.0,3013.0,1865.0,3714.0,3257.0,3247.0,3481.0,3056.0,2967.0,3432.0,3758.0
Ragi,Telangana,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.02,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,1465.0,1500.0,1470.0,1000.0,1000.0,1000.0,1137.0,977.0,1581.0,1343.0,1647.0,,,1211.0
Ragi,Tripura,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Ragi,Uttar Pradesh,Total,1.65,1.82,2.12,2.45,2.51,2.74,2.59,2.03,2.13,1.84,1.94,1.75,1.74,1.7,1.71,1.63,1.63,1.65,1.57,1.49,1.63,1.46,1.49,1.62,1.41,1.4,1.4,1.42,1.47,1.38,1.44,1.44,1.35,1.38,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,,0.0,,,,,,,,,,,,,1.08,1.46,1.36,1.95,1.96,2.89,2.58,1.95,2.15,1.86,1.87,1.68,1.7,1.12,1.64,1.46,1.56,1.77,1.71,1.7,1.78,1.07,1.75,2.0,1.71,1.72,1.77,1.82,1.91,1.86,1.85,1.85,1.84,1.91,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,,0.0,,,,,,,,,0.0,,,,653.0,803.0,642.0,797.0,782.0,1056.0,994.0,961.0,1010.0,1015.0,964.0,962.0,977.0,659.0,963.0,890.0,955.0,1070.0,1087.0,1140.0,1095.0,732.0,1170.0,1233.0,1217.0,1228.0,1260.0,1276.0,1304.0,1351.0,1284.0,1286.0,1368.0,1384.0,1000.0,1500.0,1500.0,1429.0,1286.0,1286.0,0.0,1000.0,1333.0,1333.0,0.0,,0.0,,,,,,,,,,,,
Ragi,Uttarakhand,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.42,1.56,1.36,1.67,1.4,1.36,1.28,1.35,1.32,1.28,1.25,1.25,1.12,1.13,1.07,1.07,1.03,0.92,0.84,0.89,0.86,0.76,0.69,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.76,1.54,1.74,1.9,1.74,1.86,1.79,1.93,1.63,1.71,1.74,1.74,1.54,1.56,1.51,1.6,1.41,1.1,1.2,1.3,1.27,1.14,1.06,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,1242.0,987.0,1279.0,1138.0,1243.0,1368.0,1398.0,1430.0,1235.0,1331.0,1392.0,1392.0,1372.0,1380.0,1402.0,1495.0,1367.0,1194.0,1430.0,1459.0,1478.0,1503.0,1540.0,1548.0
Ragi,West Bengal,Total,0.09,0.1,0.1,0.09,0.1,0.08,0.07,0.08,0.15,0.19,0.14,0.13,0.13,0.13,0.16,0.17,0.14,0.14,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.08,0.1,0.1,0.1,0.11,0.1,0.12,0.03,0.03,0.06,0.05,0.05,0.06,0.06,0.04,0.08,0.08,0.07,0.08,0.06,0.06,0.06,0.09,0.14,0.11,0.1,0.08,0.09,0.1,0.1,0.08,0.09,0.1,0.1,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.08,0.12,0.11,0.11,0.13,0.11,0.14,0.03,0.04,0.06,0.06,0.06,0.06,0.06,471.0,768.0,789.0,820.0,789.0,816.0,838.0,821.0,641.0,725.0,794.0,782.0,643.0,679.0,605.0,577.0,580.0,662.0,692.0,691.0,745.0,712.0,866.0,890.0,832.0,922.0,936.0,944.0,1065.0,1054.0,1120.0,1214.0,1209.0,1208.0,1197.0,1165.0,1156.0,1147.0,1218.0,1214.0,1145.0,1145.0,1157.0,1180.0,1179.0,979.0,1200.0,1095.0,1095.0,1136.0,1108.0,1130.0,895.0,1464.0,1073.0,1176.0,1222.0,962.0,1012.0
