ST_NM,year,rain_mean_mm
Haryana,1982,520.5990256646505
Haryana,1983,790.7716546344069
Haryana,1984,459.7434931447873
Haryana,1985,568.8916153676234
Haryana,1986,478.74999366574565
Haryana,1987,304.02981032809384
Haryana,1988,875.636493572822
Haryana,1989,418.4378246678756
Haryana,1990,756.0752305144301
Haryana,1991,419.6773232982709
Haryana,1992,462.4183413519309
Haryana,1993,561.5154440308993
Haryana,1994,618.0263721267764
Haryana,1995,866.2002233893826
Haryana,1996,672.1705773878556
Haryana,1997,656.7945859121588
Haryana,1998,752.6932025650373
Haryana,1999,374.6189601595585
Haryana,2000,442.76563947911444
Haryana,2001,482.8190817305675
Haryana,2002,383.7165587364481
Haryana,2003,591.8506851472533
Haryana,2004,517.1254139650326
Haryana,2005,584.8625745108494
Haryana,2006,403.4425808634896
Haryana,2007,552.1963435969674
Haryana,2008,752.7938148050354
Haryana,2009,465.89249862501254
Haryana,2010,691.616728140643
Haryana,2011,648.2805785344198
Haryana,2012,478.8183483414925
Haryana,2013,589.8418950617313
Haryana,2014,371.48649721684365
Haryana,2015,495.0547776425114
Haryana,2016,408.1733970737228
Haryana,2017,448.4683654054999
Haryana,2018,522.7489598626128
Haryana,2019,397.5731677800417
Haryana,2020,577.5390289083123
Haryana,2021,730.551805796073
Haryana,2022,709.2389086590364
Haryana,2023,610.3510033503426
Haryana,2024,511.6866455078125
Himachal Pradesh,1966,1262.730018643219
Himachal Pradesh,1967,1392.7516104617112
Himachal Pradesh,1968,1096.1114366918448
Himachal Pradesh,1969,1085.4722319107857
Himachal Pradesh,1970,1022.2666688464759
Himachal Pradesh,1971,1333.8138261172212
Himachal Pradesh,1972,865.3176802423384
Himachal Pradesh,1973,986.6917490830556
Himachal Pradesh,1974,850.8696094424952
Himachal Pradesh,1975,1163.6591514266495
Himachal Pradesh,1976,1133.1258090354856
Himachal Pradesh,1977,1246.3865303957746
Himachal Pradesh,1978,1411.8806822845447
Himachal Pradesh,1979,1030.0417365900994
Himachal Pradesh,1980,1144.7437199119124
Himachal Pradesh,1981,1221.0238682678234
Himachal Pradesh,1982,1576.8273079900869
Himachal Pradesh,1983,1193.1464411656239
Himachal Pradesh,1984,951.6323148966545
Himachal Pradesh,1985,1251.0599274240612
Himachal Pradesh,1986,1371.4446354483564
Himachal Pradesh,1987,1046.3367682451471
Himachal Pradesh,1988,1812.686666516321
Himachal Pradesh,1989,1225.5438088885553
Himachal Pradesh,1990,1482.711877907848
Himachal Pradesh,1991,1134.7704941869847
Himachal Pradesh,1992,1306.7496993639284
Himachal Pradesh,1993,1189.809692360106
Himachal Pradesh,1994,1405.0489779046427
Himachal Pradesh,1995,1450.9718158269923
Himachal Pradesh,1996,1473.898412217785
Himachal Pradesh,1997,1477.0240321536326
Himachal Pradesh,1998,1443.0505643605832
Himachal Pradesh,1999,996.8725563065991
Himachal Pradesh,2000,1010.1436288114637
Himachal Pradesh,2001,953.4601256145785
Himachal Pradesh,2002,969.799329910516
Himachal Pradesh,2003,875.0595031982022
Himachal Pradesh,2004,873.1964163293263
Himachal Pradesh,2005,1422.4390933173042
Himachal Pradesh,2006,1135.7971862181134
Himachal Pradesh,2007,1159.8118215900447
Himachal Pradesh,2008,1298.211923288891
Himachal Pradesh,2009,912.788794886587
Himachal Pradesh,2010,1356.0637549035073
Himachal Pradesh,2011,975.5648643092385
Himachal Pradesh,2012,944.4117784785727
Himachal Pradesh,2013,1412.6352451719522
Himachal Pradesh,2014,1097.394424716543
Himachal Pradesh,2015,1274.4419385148656
Himachal Pradesh,2016,1013.408652783948
Himachal Pradesh,2017,1226.6782281545125
Himachal Pradesh,2018,1155.781406870644
Himachal Pradesh,2019,1210.4872574632366
Himachal Pradesh,2020,985.2467871945174
Himachal Pradesh,2021,1057.1826321287524
Himachal Pradesh,2022,1103.329550380242
Himachal Pradesh,2023,1288.8712643468957
Himachal Pradesh,2024,1028.3092041015625
Jammu & Kashmir,1966,1175.803479866992
Jammu & Kashmir,1967,886.2397796709475
Jammu & Kashmir,1968,982.0535370435181
Jammu & Kashmir,1969,897.1445818677887
Jammu & Kashmir,1970,686.526609254637
Jammu & Kashmir,1971,669.8581883129717
Jammu & Kashmir,1972,1083.141983237246
Jammu & Kashmir,1973,893.1086640335706
Jammu & Kashmir,1974,824.375425386189
Jammu & Kashmir,1975,1217.4627955515666
Jammu & Kashmir,1976,1148.6988091460248
Jammu & Kashmir,1977,975.8834576211956
Jammu & Kashmir,1978,1063.1742068808312
Jammu & Kashmir,1979,1057.8783187680374
Jammu & Kashmir,1980,1033.2598739475354
Jammu & Kashmir,1981,1063.129011661842
Jammu & Kashmir,1982,1120.7837305677006
Jammu & Kashmir,1983,1295.0974919158837
Jammu & Kashmir,1984,966.0838222290421
Jammu & Kashmir,1985,1062.4459999999267
Jammu & Kashmir,1986,1433.6400966881506
Jammu & Kashmir,1987,1187.5978573636933
Jammu & Kashmir,1988,1444.4313026834493
Jammu & Kashmir,1989,1204.781070422424
Jammu & Kashmir,1990,1442.1435937745305
Jammu & Kashmir,1991,1292.5559121764254
Jammu & Kashmir,1992,1269.597652716027
Jammu & Kashmir,1993,1172.1753973081366
Jammu & Kashmir,1994,1500.0986221990195
Jammu & Kashmir,1995,1439.8068714479264
Jammu & Kashmir,1996,1525.4671749409245
Jammu & Kashmir,1997,1344.519231740685
Jammu & Kashmir,1998,1196.2118966750716
Jammu & Kashmir,1999,876.4424749961358
Jammu & Kashmir,2000,881.0830214867133
Jammu & Kashmir,2001,837.3879295069424
Jammu & Kashmir,2002,862.6788206508105
Jammu & Kashmir,2003,1215.1416738277364
Jammu & Kashmir,2004,972.5061552802892
Jammu & Kashmir,2005,1240.4776957224326
Jammu & Kashmir,2006,1255.6942393845698
Jammu & Kashmir,2007,890.102018984998
Jammu & Kashmir,2008,1140.426874005846
Jammu & Kashmir,2009,1083.1774181810947
Jammu & Kashmir,2010,1279.2144564590578
Jammu & Kashmir,2011,1251.8189508948346
Jammu & Kashmir,2012,1176.1378544689767
Jammu & Kashmir,2013,1290.8327523180465
Jammu & Kashmir,2014,1439.788355628992
Jammu & Kashmir,2015,1645.5301172417298
Jammu & Kashmir,2016,913.5692724703715
Jammu & Kashmir,2017,1294.016034159424
Jammu & Kashmir,2018,1079.8133985967986
Jammu & Kashmir,2019,1485.2185225230696
Jammu & Kashmir,2020,1136.3988726026882
Jammu & Kashmir,2021,1069.7370801695633
Jammu & Kashmir,2022,1123.1720039478835
Jammu & Kashmir,2023,1100.4622349427173
Jammu & Kashmir,2024,911.5586547851562
Jharkhand,1966,876.6127062916363
Jharkhand,1967,1168.7367310401119
Jharkhand,1968,1280.5784298862543
Jharkhand,1969,1179.5197623379267
Jharkhand,1970,1240.4247746775418
Jharkhand,1971,1836.9880907523789
Jharkhand,1972,1079.4171398838885
Jharkhand,1973,1493.135683623257
Jharkhand,1974,1107.8154372408856
Jharkhand,1975,1360.8685378436849
Jharkhand,1976,1160.9834659754445
Jharkhand,1977,1521.0478173462968
Jharkhand,1978,1563.5934621204801
Jharkhand,1979,946.6326668982051
Jharkhand,1980,1413.8640370091848
Jharkhand,1981,1219.0977617802196
Jharkhand,1982,1094.1625855261166
Jharkhand,1983,1266.3222835842323
Jharkhand,1984,1526.2235846222754
Jharkhand,1985,1268.1004660345222
Jharkhand,1986,1359.4715697872534
Jharkhand,1987,1382.5350256636086
Jharkhand,1988,1195.795725160262
Jharkhand,1989,1178.367729254786
Jharkhand,1990,1401.6095185419053
Jharkhand,1991,1286.8934848787621
Jharkhand,1992,953.84957663277
Jharkhand,1993,1261.6984990887474
Jharkhand,1994,1499.1348752455883
Jharkhand,1995,1393.0149654141512
Jharkhand,1996,1216.7510136654764
Jharkhand,1997,1505.5388300339773
Jharkhand,1998,1376.182257833711
Jharkhand,1999,1611.7501125852004
Jharkhand,2000,1292.1363824953635
Jharkhand,2001,1311.8040237899936
Jharkhand,2002,1181.0272241015184
Jharkhand,2003,1296.0933846265993
Jharkhand,2004,1197.6104892134144
Jharkhand,2005,994.106489349222
Jharkhand,2006,1412.96695691602
Jharkhand,2007,1501.0498569901836
Jharkhand,2008,1357.5919730368544
Jharkhand,2009,1018.6892110374674
Jharkhand,2010,825.4020160334021
Jharkhand,2011,1302.9917708232083
Jharkhand,2012,1175.5414717266042
Jharkhand,2013,1346.8163077516253
Jharkhand,2014,1154.3358235621922
Jharkhand,2015,1141.8222764816069
Jharkhand,2016,1231.777075886465
Jharkhand,2017,1237.8369308356523
Jharkhand,2018,959.4735519884056
Jharkhand,2019,1165.9073950484265
Jharkhand,2020,1266.1349609639954
Jharkhand,2021,1470.0399754293785
Jharkhand,2022,1011.01591219655
Jharkhand,2023,1111.3712238859332
Jharkhand,2024,1308.306884765625
Karnataka,1966,991.6361601998801
Karnataka,1967,940.7433177655334
Karnataka,1968,998.5799711798079
Karnataka,1969,1087.4826331772647
Karnataka,1970,1088.3443572591298
Karnataka,1971,947.7185260979495
Karnataka,1972,891.2658726604207
Karnataka,1973,1022.6778337582357
Karnataka,1974,1045.169292478988
Karnataka,1975,1358.0854170324185
Karnataka,1976,766.9304801223307
Karnataka,1977,1114.896473580169
Karnataka,1978,1190.7310761415029
Karnataka,1979,1067.5514313317394
Karnataka,1980,1078.990303958505
Karnataka,1981,1176.1514367389939
Karnataka,1982,1045.7822498963637
Karnataka,1983,1119.4356985306845
Karnataka,1984,980.7139864799533
Karnataka,1985,807.0141435327973
Karnataka,1986,925.7402274922538
Karnataka,1987,934.0069461512295
Karnataka,1988,1060.9450714639113
Karnataka,1989,914.9000213066403
Karnataka,1990,1006.7362994162049
Karnataka,1991,1100.9533029630663
Karnataka,1992,1087.4210280616705
Karnataka,1993,1002.6858336059413
Karnataka,1994,1070.5723492567954
Karnataka,1995,922.3875843372505
Karnataka,1996,1035.4959147846687
Karnataka,1997,1063.9383682830944
Karnataka,1998,1114.1270251588624
Karnataka,1999,1055.3827971801927
Karnataka,2000,1055.0812735861764
Karnataka,2001,878.1054743099295
Karnataka,2002,758.5497233927721
Karnataka,2003,742.8943892833685
Karnataka,2004,1008.6005121008033
Karnataka,2005,1209.4033142728767
Karnataka,2006,993.2048288251572
Karnataka,2007,1179.6540004289727
Karnataka,2008,1054.9850239755197
Karnataka,2009,1213.405950685352
Karnataka,2010,1253.5033521187222
Karnataka,2011,1231.194659264103
Karnataka,2012,1119.3086255591495
Karnataka,2013,1139.6777397692204
Karnataka,2014,1153.8007930872645
Karnataka,2015,1002.4543859730124
Karnataka,2016,803.8408807330276
Karnataka,2017,1056.3753959057124
Karnataka,2018,1024.8566145686057
Karnataka,2019,1291.4296170205703
Karnataka,2020,1329.9178710121942
Karnataka,2021,1371.1198345526404
Karnataka,2022,1456.6528295957642
Karnataka,2023,858.6710874463795
Karnataka,2024,1234.146484375
Kerala,1966,2453.717496958822
Kerala,1967,2355.278282802254
Kerala,1968,3013.9611576987804
Kerala,1969,2540.773223515153
Kerala,1970,2457.26761024937
Kerala,1971,2797.1111899337175
Kerala,1972,2474.2090773764253
Kerala,1973,2275.4980414491893
Kerala,1974,2493.2867579080166
Kerala,1975,3045.7324765771627
Kerala,1976,2016.425624987185
Kerala,1977,2760.1526618857683
Kerala,1978,2898.349568576664
Kerala,1979,2505.9252272482217
Kerala,1980,2709.0189177010952
Kerala,1981,2937.5319918076693
Kerala,1982,2025.3663824744522
Kerala,1983,2331.0536067830026
Kerala,1984,2652.133587410599
Kerala,1985,2185.6027174024284
Kerala,1986,1887.7605424180626
Kerala,1987,1743.782497767061
Kerala,1988,1978.684656688422
Kerala,1989,2045.7537149563432
Kerala,1990,2275.587289112508
Kerala,1991,2679.092111221552
Kerala,1992,2901.672379953712
Kerala,1993,2345.6116368322073
Kerala,1994,2973.686990774721
Kerala,1995,2511.3394906768203
Kerala,1996,2357.55161878556
Kerala,1997,2952.61722087577
Kerala,1998,2864.141135579199
Kerala,1999,2635.3539353366195
Kerala,2000,2310.345158341974
Kerala,2001,2288.1039384303986
Kerala,2002,1953.7741105124355
Kerala,2003,1848.681627803296
Kerala,2004,2426.678638499081
Kerala,2005,2410.621948266178
Kerala,2006,2978.4951565265656
Kerala,2007,3022.912371383756
Kerala,2008,2474.7122731040417
Kerala,2009,2655.288750707656
Kerala,2010,2738.599740922153
Kerala,2011,2537.309128655493
Kerala,2012,1867.8375330077113
Kerala,2013,2840.704881974161
Kerala,2014,2715.3927002856135
Kerala,2015,2327.9270766843856
Kerala,2016,1590.2641249534488
Kerala,2017,2320.001515806913
Kerala,2018,3298.5319815434514
Kerala,2019,2845.2430956333874
Kerala,2020,2712.7233676573633
Kerala,2021,3291.500928722471
Kerala,2022,2882.264233010709
Kerala,2023,2267.5847690977203
Kerala,2024,2791.688232421875
Ladakh,1966,431.1962263983657
Ladakh,1967,362.60821357959844
Ladakh,1968,349.49193954214735
Ladakh,1969,371.26885615426977
Ladakh,1970,296.4391233853012
Ladakh,1971,279.4382941751829
Ladakh,1972,524.7617621501381
Ladakh,1973,438.8347861330464
Ladakh,1974,500.3400086172347
Ladakh,1975,586.2945242098762
Ladakh,1976,736.4753680215691
Ladakh,1977,704.6349163612387
Ladakh,1978,851.8897687626335
Ladakh,1979,837.2759291622998
Ladakh,1980,919.1805764602884
Ladakh,1981,512.8312674363829
Ladakh,1982,1054.3041238132232
Ladakh,1983,1060.3238568705208
Ladakh,1984,879.7217295810299
Ladakh,1985,881.120406113087
Ladakh,1986,1223.8944285300543
Ladakh,1987,998.255941545907
Ladakh,1988,1333.4341372948772
Ladakh,1989,1052.5595394536572
Ladakh,1990,1096.8472476071624
Ladakh,1991,884.3422172688088
Ladakh,1992,1005.3114559047065
Ladakh,1993,1035.420059305317
Ladakh,1994,1205.8390840643137
Ladakh,1995,1269.1462917708845
Ladakh,1996,1480.729024161539
Ladakh,1997,1165.1536730968446
Ladakh,1998,445.84275034711044
Ladakh,1999,390.6096062338296
Ladakh,2000,401.7337097040606
Ladakh,2001,393.3448277242903
Ladakh,2002,502.7321371091987
Ladakh,2003,600.1335187389603
Ladakh,2004,436.05958299442847
Ladakh,2005,631.1687682787483
Ladakh,2006,1226.2274647304191
Ladakh,2007,371.032573288904
Ladakh,2008,495.86015925283704
Ladakh,2009,641.3009779628155
Ladakh,2010,522.7154048462521
Ladakh,2011,953.1236867978045
Ladakh,2012,1001.6522494719557
Ladakh,2013,432.8916835735429
Ladakh,2014,476.20241932334767
Ladakh,2015,600.8572362086402
Ladakh,2016,318.5990725603306
Ladakh,2017,450.2444894443705
Ladakh,2018,337.7537523082686
Ladakh,2019,561.4531734542184
Ladakh,2020,379.0674126046165
Ladakh,2021,287.46686318809134
Ladakh,2022,291.5916105089604
Ladakh,2023,246.64579373142848
Ladakh,2024,301.5484619140625
Lakshadweep,1966,
Lakshadweep,1967,
Lakshadweep,1968,
Lakshadweep,1969,
Lakshadweep,1970,
Lakshadweep,1971,
Lakshadweep,1972,
Lakshadweep,1973,
Lakshadweep,1974,
Lakshadweep,1975,
Lakshadweep,1976,
Lakshadweep,1977,
Lakshadweep,1978,
Lakshadweep,1979,
Lakshadweep,1980,
Lakshadweep,1981,
Lakshadweep,1982,
Lakshadweep,1983,
Lakshadweep,1984,
Lakshadweep,1985,
Lakshadweep,1986,
Lakshadweep,1987,
Lakshadweep,1988,
Lakshadweep,1989,
Lakshadweep,1990,
Lakshadweep,1991,
Lakshadweep,1992,
Lakshadweep,1993,
Lakshadweep,1994,
Lakshadweep,1995,
Lakshadweep,1996,
Lakshadweep,1997,
Lakshadweep,1998,
Lakshadweep,1999,
Lakshadweep,2000,
Lakshadweep,2001,
Lakshadweep,2002,
Lakshadweep,2003,
Lakshadweep,2004,
Lakshadweep,2005,
Lakshadweep,2006,
Lakshadweep,2007,
Lakshadweep,2008,
Lakshadweep,2009,
Lakshadweep,2010,
Lakshadweep,2011,
Lakshadweep,2012,
Lakshadweep,2013,
Lakshadweep,2014,
Lakshadweep,2015,
Lakshadweep,2016,
Lakshadweep,2017,
Lakshadweep,2018,
Lakshadweep,2019,
Lakshadweep,2020,
Lakshadweep,2021,
Lakshadweep,2022,
Lakshadweep,2023,
Lakshadweep,2024,
Madhya Pradesh,1966,755.0339059324331
Madhya Pradesh,1967,1166.5993414650327
Madhya Pradesh,1968,915.1641856414441
Madhya Pradesh,1969,1173.1445323500152
Madhya Pradesh,1970,1201.3634411066294
Madhya Pradesh,1971,1282.191574487478
Madhya Pradesh,1972,893.4585422516958
Madhya Pradesh,1973,1326.9029426083785
Madhya Pradesh,1974,905.9546307929064
Madhya Pradesh,1975,1228.449200415346
Madhya Pradesh,1976,1024.129786807193
Madhya Pradesh,1977,1175.4574114326472
Madhya Pradesh,1978,1166.4342549620153
Madhya Pradesh,1979,768.8597676203029
Madhya Pradesh,1980,1086.795541932968
Madhya Pradesh,1981,935.3264552469293
Madhya Pradesh,1982,1061.7365650180132
Madhya Pradesh,1983,1164.9392303912198
Madhya Pradesh,1984,976.6655529102472
Madhya Pradesh,1985,1014.2276448311803
Madhya Pradesh,1986,998.9302903160827
Madhya Pradesh,1987,937.9510345380567
Madhya Pradesh,1988,1017.4730045479046
Madhya Pradesh,1989,834.3541989726733
Madhya Pradesh,1990,1262.0732443673733
Madhya Pradesh,1991,874.6507097293014
Madhya Pradesh,1992,888.6160677632479
Madhya Pradesh,1993,1083.9198377965417
Madhya Pradesh,1994,1341.319711631972
Madhya Pradesh,1995,943.5211516791895
Madhya Pradesh,1996,1052.0488654685516
Madhya Pradesh,1997,1181.0024027584045
Madhya Pradesh,1998,996.4187867830946
Madhya Pradesh,1999,1253.2867536824792
Madhya Pradesh,2000,747.3651395943441
Madhya Pradesh,2001,984.9773747002425
Madhya Pradesh,2002,807.7211938830748
Madhya Pradesh,2003,1178.5190906661253
Madhya Pradesh,2004,895.5445704924699
Madhya Pradesh,2005,1014.1709316117034
Madhya Pradesh,2006,1018.8336244717955
Madhya Pradesh,2007,758.1515891014441
Madhya Pradesh,2008,902.0178248184525
Madhya Pradesh,2009,919.0835846462988
Madhya Pradesh,2010,840.9360617791307
Madhya Pradesh,2011,1143.047321517769
Madhya Pradesh,2012,1028.8245700508287
Madhya Pradesh,2013,1457.520341912089
Madhya Pradesh,2014,903.8866051187118
Madhya Pradesh,2015,1000.1250484140428
Madhya Pradesh,2016,1186.497187565672
Madhya Pradesh,2017,784.0854229378986
Madhya Pradesh,2018,865.4117451091233
Madhya Pradesh,2019,1407.4782606550923
Madhya Pradesh,2020,1098.9308437441719
Madhya Pradesh,2021,1098.5189621037205
Madhya Pradesh,2022,1319.0610551413608
Madhya Pradesh,2023,1075.1869372371752
Madhya Pradesh,2024,1216.9188232421875
Maharashtra,1966,1009.7246625181465
Maharashtra,1967,1108.0879808276181
Maharashtra,1968,961.733590543412
Maharashtra,1969,1130.3652815012526
Maharashtra,1970,1251.9934942388818
Maharashtra,1971,924.220869159663
Maharashtra,1972,675.2216957618792
Maharashtra,1973,1180.456211661654
Maharashtra,1974,982.592167543815
Maharashtra,1975,1340.1715933404507
Maharashtra,1976,1109.9922996889445
Maharashtra,1977,1136.8880849749914
Maharashtra,1978,1158.5205449900989
Maharashtra,1979,1126.0542630838852
Maharashtra,1980,1097.413255839103
Maharashtra,1981,1204.6940995853927
Maharashtra,1982,926.8601088553312
Maharashtra,1983,1319.6856719408893
Maharashtra,1984,906.5785311262167
Maharashtra,1985,922.9921089140787
Maharashtra,1986,948.2399454464515
Maharashtra,1987,967.9984091535565
Maharashtra,1988,1326.361976623482
Maharashtra,1989,1119.154052033648
Maharashtra,1990,1443.3329349503276
Maharashtra,1991,996.8309716593474
Maharashtra,1992,1059.6524091738497
Maharashtra,1993,1168.8423601890604
Maharashtra,1994,1264.9508147686897
Maharashtra,1995,1053.6610979898167
Maharashtra,1996,1060.79855675025
Maharashtra,1997,1153.9478395278254
Maharashtra,1998,1277.935797954812
Maharashtra,1999,1141.4441685114766
Maharashtra,2000,957.6793119524384
Maharashtra,2001,1034.6430757584671
Maharashtra,2002,960.9575567775894
Maharashtra,2003,1022.2158324603346
Maharashtra,2004,1034.589906479915
Maharashtra,2005,1518.6890232021256
Maharashtra,2006,1414.536268833794
Maharashtra,2007,1218.7869588379172
Maharashtra,2008,970.9224183420872
Maharashtra,2009,1069.4674723278376
Maharashtra,2010,1325.6473327177266
Maharashtra,2011,1073.41748825003
Maharashtra,2012,991.0709493613136
Maharashtra,2013,1377.1059685113707
Maharashtra,2014,998.4083075822819
Maharashtra,2015,875.9524825452694
Maharashtra,2016,1231.8499227136729
Maharashtra,2017,1093.62562132884
Maharashtra,2018,960.1760541920152
Maharashtra,2019,1472.933889151134
Maharashtra,2020,1305.3834721011597
Maharashtra,2021,1373.8222309164526
Maharashtra,2022,1375.1223878985004
Maharashtra,2023,1066.468905040038
Maharashtra,2024,1375.80859375
Manipur,1966,1829.7977845988446
Manipur,1967,1333.6746329047508
Manipur,1968,1263.7111173337025
Manipur,1969,1311.9408033557477
Manipur,1970,1361.8731520026922
Manipur,1971,2069.331539733996
Manipur,1972,872.6106684392979
Manipur,1973,1622.7615056660386
Manipur,1974,2094.233676558781
Manipur,1975,1944.8746600393806
Manipur,1976,1816.4681769349884
Manipur,1977,1977.2186085156375
Manipur,1978,1181.8577965132652
Manipur,1979,1107.5258472756514
Manipur,1980,1605.8768136671954
Manipur,1981,1252.0563710315093
Manipur,1982,1876.0732450192013
Manipur,1983,1976.7256867986532
Manipur,1984,1764.5482188987155
Manipur,1985,1689.700149870688
Manipur,1986,1557.2271568895349
Manipur,1987,1585.3829731200972
Manipur,1988,1493.068168030631
Manipur,1989,1747.4098959579583
Manipur,1990,1846.9943571511296
Manipur,1991,2322.8229174058765
Manipur,1992,1441.3211688286353
Manipur,1993,1942.9086330047537
Manipur,1994,1306.4006924199
Manipur,1995,1553.3672435687433
Manipur,1996,1449.9925422579531
Manipur,1997,1446.638455354158
Manipur,1998,1450.9279918968678
Manipur,1999,1426.8424715056053
Manipur,2000,1461.8721235271903
Manipur,2001,1408.6820816541872
Manipur,2002,1409.1567570723353
Manipur,2003,1308.2920216422888
Manipur,2004,2169.0837473568895
Manipur,2005,1508.5665577585178
Manipur,2006,1216.2462881260342
Manipur,2007,1672.0910281440424
Manipur,2008,1435.4120838231136
Manipur,2009,1164.4863753167372
Manipur,2010,1823.517164642532
Manipur,2011,1628.490428274197
Manipur,2012,1486.0691577489338
Manipur,2013,1525.8862558216338
Manipur,2014,1128.7982129928084
Manipur,2015,1403.5277957961925
Manipur,2016,1646.8186924255663
Manipur,2017,2083.6052629644832
Manipur,2018,1383.8794111669545
Manipur,2019,1025.4101617874637
Manipur,2020,1347.3968897536397
Manipur,2021,947.1836662210765
Manipur,2022,1403.7346457480903
Manipur,2023,955.1812310940152
Manipur,2024,1454.6610107421875
Meghalaya,1966,2633.555618945509
Meghalaya,1967,1703.9226495774928
Meghalaya,1968,2186.5801413967274
Meghalaya,1969,1871.7182678712998
Meghalaya,1970,2574.1438673401717
Meghalaya,1971,3859.773340453161
Meghalaya,1972,3534.6266087817494
Meghalaya,1973,4544.402716180077
Meghalaya,1974,7293.157543138601
Meghalaya,1975,4596.514092770172
Meghalaya,1976,3133.2029152172618
Meghalaya,1977,4016.3940267043654
Meghalaya,1978,2634.871920150472
Meghalaya,1979,4019.7744951255154
Meghalaya,1980,3168.2324744551443
Meghalaya,1981,3126.3722825862933
Meghalaya,1982,4087.607990046032
Meghalaya,1983,3102.60505915829
Meghalaya,1984,4481.464061492588
Meghalaya,1985,4406.7224391729105
Meghalaya,1986,4601.395984855015
Meghalaya,1987,5373.533129661344
Meghalaya,1988,5731.7201416790485
Meghalaya,1989,4600.6400812629145
Meghalaya,1990,4244.548123668414
Meghalaya,1991,4401.378711662721
Meghalaya,1992,3366.0407924919855
Meghalaya,1993,4544.607086188858
Meghalaya,1994,3317.552289807005
Meghalaya,1995,4432.318478280678
Meghalaya,1996,3692.085736086592
Meghalaya,1997,4108.03939442453
Meghalaya,1998,5478.6038130191155
Meghalaya,1999,2148.4593398584984
Meghalaya,2000,2182.5039415003266
Meghalaya,2001,4193.626368294237
Meghalaya,2002,4655.564789246768
Meghalaya,2003,4404.065966294147
Meghalaya,2004,2563.8802468525246
Meghalaya,2005,4230.916660018964
Meghalaya,2006,1582.6200517700054
Meghalaya,2007,4414.2536886697635
Meghalaya,2008,3062.3091286113486
Meghalaya,2009,2856.871529118158
Meghalaya,2010,5377.993951163953
Meghalaya,2011,1493.731949628098
Meghalaya,2012,1886.6271803588606
Meghalaya,2013,3157.9758375657257
Meghalaya,2014,4154.075481756823
Meghalaya,2015,5014.354768990306
Meghalaya,2016,3983.2019192252774
Meghalaya,2017,4706.06095451978
Meghalaya,2018,2944.361031485256
Meghalaya,2019,4098.381288122386
Meghalaya,2020,5543.723268556176
Meghalaya,2021,3878.3075387489516
Meghalaya,2022,5683.9771677895915
Meghalaya,2023,3353.865656263548
Meghalaya,2024,4091.1943359375
Mizoram,1966,1677.00692936367
Mizoram,1967,1377.2258252301092
Mizoram,1968,1174.57799238429
Mizoram,1969,1328.2172757063447
Mizoram,1970,1403.0572358035836
Mizoram,1971,1787.0728653564022
Mizoram,1972,1308.146745742395
Mizoram,1973,1859.422720969751
Mizoram,1974,1792.625238707867
Mizoram,1975,1767.4013602209502
Mizoram,1976,2118.983979229526
Mizoram,1977,2199.04466915182
Mizoram,1978,1953.8193526704763
Mizoram,1979,1634.372120554848
Mizoram,1980,2337.8732745662846
Mizoram,1981,1884.747406293863
Mizoram,1982,1574.9605276458735
Mizoram,1983,2251.497031316675
Mizoram,1984,1930.7824365874303
Mizoram,1985,2035.0860224594844
Mizoram,1986,1791.2461222772454
Mizoram,1987,2144.1262063669233
Mizoram,1988,2296.0637563844693
Mizoram,1989,2247.5638727553446
Mizoram,1990,2601.538233972572
Mizoram,1991,2893.0038370978214
Mizoram,1992,1817.5677783129545
Mizoram,1993,2876.121349049796
Mizoram,1994,928.2177902203182
Mizoram,1995,1924.6662915444065
Mizoram,1996,1625.1757882561149
Mizoram,1997,2084.1158480366757
Mizoram,1998,2092.617186486721
Mizoram,1999,1982.2145370095968
Mizoram,2000,2466.783427950123
Mizoram,2001,2191.6337443844513
Mizoram,2002,1840.1665859458776
Mizoram,2003,2015.685573740509
Mizoram,2004,2147.6404396624403
Mizoram,2005,1701.722428458518
Mizoram,2006,1568.4621278623056
Mizoram,2007,3057.813150136635
Mizoram,2008,1972.628873985903
Mizoram,2009,1905.513451160799
Mizoram,2010,2840.2662559023192
Mizoram,2011,1669.7972729239484
Mizoram,2012,1844.7731474982254
Mizoram,2013,1775.7250403060482
Mizoram,2014,1627.0253844186664
Mizoram,2015,2017.0385038469885
Mizoram,2016,2320.4150972081156
Mizoram,2017,3857.9568004692937
Mizoram,2018,2596.21802524246
Mizoram,2019,1832.0400141205253
Mizoram,2020,1707.6485252758039
Mizoram,2021,1821.5052866653123
Mizoram,2022,1998.893069106957
Mizoram,2023,1678.2006489289693
Mizoram,2024,1819.6571044921875
Nagaland,1966,2380.502163820565
Nagaland,1967,1891.404860585332
Nagaland,1968,1750.0068211963774
Nagaland,1969,1653.2597804552317
Nagaland,1970,1448.7750883248448
Nagaland,1971,1844.0265642759205
Nagaland,1972,1581.8154866340756
Nagaland,1973,1643.5149382206798
Nagaland,1974,2183.3693004003167
Nagaland,1975,1815.806949251294
Nagaland,1976,1891.3238923165202
Nagaland,1977,1661.445260347724
Nagaland,1978,1140.345365321636
Nagaland,1979,1042.7105650058388
Nagaland,1980,1613.8811662453413
Nagaland,1981,1771.635391612351
Nagaland,1982,1432.7578116771579
Nagaland,1983,1530.9817682778835
Nagaland,1984,1736.3212271854281
Nagaland,1985,1350.9354539075493
Nagaland,1986,1143.5608386683464
